Album,Song,Lyrics
Be Here,I Could Fly,"Time stands still for no one
I know this is true
I've been stuck here waiting
Then along came you
And you gave me back
The love I had
The faith I'd lost
The life I knew
[Chorus:]
I wanna thank you for the love that you give me
And the sun that you put in my sky
You don't know how much you've lifted me up
But I feel so alive
That I could fly
I could fly, oh
There's no way I could've made it this far
Without you
You came to me just when I needed someone to believe
That I could make it through
And you gave me back
The love I had
The faith I'd lost
The life I knew
[REPEAT CHORUS]
Above the clouds
Fly so high, never come down
Just you and I, I'm so in love
With you, with you
And you gave me back
The love I had
The faith I'd lost
The life I knew
I wanna thank you for the love that you give me
And the sun that you put in my sky
You don't know how much you've lifted me up
But I feel so alive
[REPEAT CHORUS]
And I could fly, I could fly, oh
I wanna spread my wings
Let me tell you
Said I need your love, I need your love
Stay with me baby
Oh, I need your love, and I need your love
Stay with me baby
Oh, I need your love, I need your love
Stay with me baby
Yeah I need your love, and I need your love
Stay with me honey baby, c'mon now stay
C'mon now, yeah
You and me side by side walkin' through the woods in the pale moonlight
Oh yeah now and it feels so good"
Be Here,Tonight I Wanna Cry,"Alone in this house again tonight
I got the TV on, the sound turned down and a bottle of wine
There's pictures of you and I on the walls around me
The way that it was and could have been surrounds me
I'll never get over you walkin' away
[Chorus:]
I've never been the kind to ever let my feelings show
And I thought that bein' strong meant never losin' your self-control
But I'm just drunk enough to let go of my pain
To hell with my pride, let it fall like rain
From my eyes
Tonight I wanna cry
Would it help if I turned a sad song on
""All By Myself"" would sure hit me hard now that you're gone
Or maybe unfold some old yellow lost love letters
It's gonna hurt bad before it gets better
But I'll never get over you by hidin' this way"
Be Here,She's Gotta Be,"So much for never makin' the same mistake
I can't believe I'm here again
So much for ever thinkin' that I could change
My good intentions still remain in chains
[Chorus:]
She's gotta be over me now
Probably moved on with her life
Found someone she knows she can believe
God I would give anything if I could just go back again
And be the man she needed me to be
I thought I was a hero
I played him well
He saves the day but not himself
I acted out the lover
My finest part
Had all the lines but not the heart
Now look where we are
[Repeat chorus]
Be the man that she could trust, who put her first
Who tamed his demons, who healed her hurts
In health and sickness, who helped her grow
With no resentment, true repentance, God as my witness
[Repeat chorus twice]
She needed me to be
She needed me to be, oh
Whoa, hallelujah
Yeah, I could be that man she needed me, she needed me to be"
Be Here,Nobody Drinks Alone,"You brought that bottle home in a paper sack
Drew the blinds and locked the doors
And there's nothing but empty there inside that glass
So you pour a little more
And there's no one there to judge you
At least that's what you tell yourself, but
[Chorus:]
Don't you know
Nobody drinks alone
Every demon, every ghost
From your past
And every memory you've held back
Follows you home
Nobody drinks alone
You remember whiskey on your daddy's breath
So you always stick to wine
And you scared your little brother half to death
You just kept it all inside
You can hear your mama cryin'
Only now she cries for you, and
Don't you know
Nobody drinks alone
Every demon, every ghost
From your past
And every memory you've held back
Follows you home
Nobody drinks alone
Though you're lonely
Hey don't you let that feelin' fool ya
[REPEAT CHORUS]
Nobody drinks alone
"
Be Here,Country Comfort,"Soon the pines will be falling everywhere
As the village children fight each other for their share
And the six-o-nine goes roaring past the creek
As Deacon Lee prepares his sermon for next week
I saw Grandma yesterday down at the store
Well she's really doing fine for eighty-four
And she asked me if sometime I could fix her barn
The poor old girl she needs a hand to run that farm
[Chorus:]
And it's good old country comfort in my bones
It's the sweetest sound these ears have ever known
It's just an old-fashioned feeling fully-grown
Country comfort and a truck that's goin' back home
Oh it's goin' back home
Down at the well they've got a new machine
The foreman says it'll cut manpower by fifteen
""Hey but that ain't natural"" old Clay would say
You see he's a horse-drawn man until his dying day
[REPEAT CHORUS TWICE]
Country comfort and a truck that's goin' back home
Whoa, it's goin' back home
Hey take me back home
And a truck, and a truck that's goin' back home
Any truck"
Be Here,Live To Love Another Day,"Lord I fell for her smile
And she loved me for a while
Then she said good-bye gotta go
Left me standing on the side of the road
Now she's gone and I'm a memory in her past
And the long and short of it some things never last
[Chorus:]
Oh because summers come, summers go
I'll keep walking down this road
It's alright and it's okay
I'll live to love another day
I'll live to love another day
Lord I'm out here again
With my back to the wind
The warm sun that's sinking low
Is gonna leave me out in the cold
But the long and short of it some things never last
And if that goes for the good
It must go for the bad
[REPEAT CHORUS]
If I fall down
I'm not ashamed
I always get back up again
But I'll be fine 'till the right one comes to save me, save me, save me
Lord I fell for her smile
And she loved me for a while
And someday she's gonna wish
She hadn't left me here like this
[REPEAT CHORUS]
I'll live to love another day
I'll live to love another day
I'll live to love another day"
Be Here,These Are The Days,"My grandma was a wise old soul
Took me by the hand not long ago
Said, ""Son, what's your hurry, boy slow it down
Taste the wild honey, listen to the sound
Of the wind that's blowin' through the trees
Rivers flowin' to the sea
Yeah they're all headin' home just like you and me
Life's for livin' child, can't you see?""
These are the days we will remember
These are the times that won't come again
The highest of flames become an ember
And you gotta live 'em while you can
These are the days we will remember
These are the days we will remember
These are the days we will remember
These are the days we will remember
So take 'em by the hand, they're yours and mine
Take 'em by the hand and live your life
Take 'em by the hand don't let 'em all fly by
C'mon, C'mon now
Ooo days go by
Yeah, just like a hand out the window wavin' in the wind as the cars go by
Days go by"
In The Ranch,Walkin' The Country,"Runnin' from the rate race
Just as fast as I can
Take off my tie so I can breathe
Me, I'm going where the fresh air's blowin'
Take a little walk in the country with me
[Chorus]
Walk in the country with me
Watch the sun sinkin' down on the trees
It's gonna do us some good
To get down in the woods
Take a little walk in the country with me
I'm so sick of all them TV shows
I need some dirt road under my feet
C'mon let's point our toes where the red fern grows
Take a little walk in the country with me
Come on now
[Repeat Chorus]
Walkin' the country
Oh bless my soul
Just gimme that country road
Come on now
[Repeat Chorus]
Take a little walk in the country with me
Come on now baby
Take a little walk in the country with me"
In The Ranch,Homespun Love,"You spun your web back a Sunday or two
I ain't never met nobody
Like the likes of you
You got me preachin' the news
You turned down my road and decided to stay
And I took a shine to your hair
And your hillbillly ways
And how you kiss on my face
I got a bone deep feelin'
You're the start of the good ole days
[Chorus]
Well I still remember
You came by my trailer
With chicken and some homemade wine
The dogs got to barkin'
When we got the sparkin'
We almost set the house on fire
Well I got a big heapin' helpin'
Of the stuff I get a hankerin' for
But honey your homespun love
Just keeps me comin' back for more
I like the flamingos you stuck in your yard
And I like the notions you stick in my head and my heart
Yeah and how you fix on my car
Well I reckon I'm lucky you're everything I need so far
[Repeat Chorus]"
In The Ranch,Just Some Love,"I heard the rumor that we're callin' it off
And we won't last too long
But I got this feelin' when I'm looking at you
Baby,
They couldn't be more wrong
They've been sayin' it's a shaky romance
And they don't give the two of us too much of a chance
[Chorus]
But if the Grand Canyon is just some ditch
Dorothy and Toto fought just some witch
And if Babe Ruth was just a guy with a glove
Then oooh baby this is just some love
Oooh baby this is just some love
I speak my mind baby that's the truth
But you've got a temper too
So when they see us start to fuss and fight
I guess they think we're through
But if they're judgin' us by what they see
Then they don't have a clue about you and me
'Cause if the Rocky Mountains are just some hills
Niagra Falls is just some water spills
And if Humphrey Bogart was just some tough
Then oooh baby this is just some love
Oooh baby this is just some love
[Repeat Chorus]
Oooh baby this is just some love
Oooh baby this is just some love"
In The Ranch,Some Days You Gotta Dance,"It was about five til' five on Friday
We were all getting ready to go
And the boss man started screaming
And his veins began to show
He said ""You and you come with me
'Cause you're gonna have to stay""
My heart was thumping I was jumping
I had to get away
[Chorus]
Some days you gotta dance
Live it up when you get the chance
When the world doesn't make no sense
And you're feeling just a little too tense
Gotta loosen up those chains and dance
Well I was talking with my baby
Over a small glass of tea
When she asked a loaded question
She said ""How do you feel about me?""
My mind was racin' I was pacin'
But the words just wouldn't come
And there was only one thing left to do
I feel it coming on
[Repeat Chorus]
Some days you gotta dance
You gotta loosen up those chains and dance
You gotta loosen up those chains and dance"
In The Ranch,My Last Name,"I can feel your goodbye comin'
Like a storm up from the south
The rain'll splatter at the back door
The wind'll whistle 'round the house
So it's you and Howie Johnston
Somebody told me at the store
I guess I'd better get used
To the idea of you
Not around anymore
[Chorus]
And so, I'm doin' my best to prepare for the worst
And I'd better get use to the hunger and thirst
I gotta find me a potion
To take for the pain
And all you've got to lose
Is my last name
I know he's cute and he's got money
I ain't no handsome fancy Dan
In a way it's sad and kinda funny
You'll be ok and I'll be damned
So I best be gettin' ready
For the bitter nights alone
Sleepin' on the couch
Wake up starting out
Livin' life on my own
[Repeat Chorus]
Yeah, all you've got to lose is my last name"
In The Ranch,Desiree,"It's killin' me to write the word ""goodbye""
I've wadded up and tossed a thousand tries
We both know the reason
There ain't nothing to explain
But I know that my leavin'
Will spare us both the pain
[Chorus]
Desiree I can't hold you any longer
Desiree you love his money more than me
And the taxi's at the gate
I guess all that's left to say
Is in teardrops at the bottom of the page
""I love you Desiree""
It'd be easier to leave if I were mad
But it's hard to lose the best you'll ever have 
And to write this note to you
Was the hardest thing to do
But not as hard as bein' a poor boy
Who can't afford a girl like you
[Repeat Chorus]
God, I love you Desiree
But I just can't take it anymore
I won't be around for your goodbye
I won't be around for your goodbye
You love his money more than me
I won't be around for your goodbye
You love his money more than me
I won't be around for your goodbye
Oh you love his money, you love it more than me
I was just a fool who couldn't see
That you love his money, you love it more than me"
In The Ranch,Freedom's Finally Mine,"I'm on a red dirt road winding up to a sky of blue
And I left the blacktop back about a mile or two 
No more sittin' at home leave the T.V. and the telephone far behind
This life is killin' us all, back roads are lookin' mighty fine
Oh, and...
[Chorus]
Freedom's finally mine
I ain't takin' anymore
Yeah freedom's finally mine, It's finally mine
I ain't takin' anymore
Oh, freedom's finally mine
I'd like to throw out this cellular
And kick off these shop-shined shoes
Leave the kids at your mama's
And take off to Timbuktu
So give me two sets of mud-grip tracks
Leadin' off to way out back o' yonder
There's no mountain I can't climb
To satisfy this need of mine to wander
Oh, 'cause...
[Repeat Chorus]
There's no desert I can't cross
No river too wide
I can do what I want now
'Cause freedom's finally mine
[Repeat Chorus]
Oh freedom oh freedom It's finally mine, yeah it's mine
It's finally mine, yeah it's mine"
In The Ranch,Hank Don't Fail Me Now,"I had a heck of a time gettin' into my house today
There was a big ass U-Haul trailer in my way 
And she was headed for the car ...so I grabbed my old guitar
I got one more chance before she drives away
So...
[Chorus]
Hank don't fail me now
You've always bailed me out
""Your Cheatin' Heart""
Could set that suitcase down
Give me one more song to whine
That'll make her change her mind
Cause she's walkin' out
Hank don't fail me now
Yeah she was throwin' stuff... cussin' like a sailor at me
She was waving her arms around like she was fightin' bees
If I could yodel her a lick
That just might do the trick
If I sang ""I Saw The Light"" would she believe
(I don't think so)
So...
[Repeat Chorus 2x]
She's walkin' out
Hank don't fail me now
She's walkin' out
Hank don't fail me now"
In The Ranch,Tangled Up In Love,"You know the cards are stacked against this 
As we surrender our defenses
And I've torn down all my fences just for you 
And you feel it too
What do we do
Do we run or see it through
The longer we're together
It just keeps gettin' better
And you hide your little love letters
Around the house for me
And it's plain to see
That you'll always be all I'll ever need
The webs we spun
Wove into one
And left us tangled up in love
You squeeze my hand I understand
About a woman and a man
I love the way you make me feel
You got me tangled up in love
The webs we spun
Wove into one
Left us tangled up in love
"
In The Ranch,Man Of The House,"Well I ain't proud of what I'm about to do
All alone up here with you
With the picture of your man
Face down upon the night stand, so he can't see
And I don't like running all the red lights here 
Every time the coast is clear
Any time you need my lovin'
You know I'll come running, faithfully
[Chorus]
Cause he stays so busy with his money
And you, you get so lonely when he's gone 
And me, I'm just your temporary lover
'Til your blues are gone
I'm the man of the house whenever he ain't home
Now the statues on the side of that big gate 
They're laughing as I drive away
And I can't keep from thinking
Are they laughing at your old man or at me 
And the only part that I don't like to play
Is the part when I get up and go away
I find it mighty hard
Just keeping this old heart tucked away
Cause he stays...
[Repeat Chorus]
I'm the man of the house
When your other man ain't home"
In The Ranch,Ghost In His Guitar,"Down the drain pipe cross the yard and through the fence
I risked a whoopin' every time I went
'Cause white boys weren't allowed
On the colored side of town
But I was proud to call
That old black man my friend
He had a pillow by the bed he used to pray on 
And a beat up old guitar he let me play on
I knew where my fingers went
From his greasy fingerprints
Yeah, he was passin' on
What was handed down to him
[Chorus]
And it soaked up all the blood and sweat and teardrops
And the beers he missed in smokey little bars 
And sometimes that old man he comes alive in my hands
I feel the beating of his sad old broken heart 
Just like there's a ghost in this guitar
A ghost in this guitar
Well, the night before he died he made me take it
He said, ""You play it now, 'cause I gotta go"" 
And I can feel him in my fingers when I play it 
'Cause sometimes I'm in control
And sometimes I just sit back
And let him go
Sit back and let him go
[Repeat Chorus]
Take a listen to the ghost in this guitar"
In The Ranch,Stuck In The Middle,"Well, I don't know why I came here tonight
I got the feeling something ain't right
I'm so scared in case I fall off my chair
And I'm wondering if I'll get down the stairs
Clowns to the left of me, jokers to the right
Here I am, stuck in the middle with you
Stuck in the middle with you
Well, I'm stuck in the middle with you
And I'm wondering what is I should do
It's so hard to wipe this smile from my face
Lose control and I'm all over the place
Clowns to the left of me, jokers to the right
Here I am, stuck in the middle with you
[Chorus:]
Well, you started out with nothing
And you're proud you're a self-made man
And your friends they all come crawling
Slap you on the back and say, ""Please, please""
[Repeat Chorus]
Well, I don't know why I came here tonight
I got the feeling something ain't right
I'm so scared in case I fall off my chair
And I'm wondering if I'll get down the stairs
Clowns to the left of me, jokers to the right
Here I am, stuck in the middle with you
Yes, I'm stuck in the middle with you
Here I am, here I am
Stuck in the middle with you"
"Love, Pain & The Whole Crazy Thing",Once In A Lifetime,"...Mm hmm
I can see it in your eyes 
And feel it in your touch 
I know that you're scared 
But you've never been this loved (mm hmm)
It's a long shot, baby, 
I know it's true. 
But if anyone can make it, 
I'm bettin' on me and you. (mm hmm)
Just keep on moving into me, 
I know you're gonna see 
The best is yet to come
And don't fear it now, 
We're going all the way. 
That sun is shining on a brand new day. 
It's a long way down 
And it's a leap of faith 
But we're never giving up 
Cuz i know we've got a once in a lifetime love
Everybody's looking 
For what we've found 
Some wait their whole life 
And it never comes around. (uu huhh)
So don't hold back now. 
Just let go of all you've ever known 
You can put your hand in mine.
And don't fear it now, 
We're going all the way. 
That sun is shining on a brand new day. 
It's a long way down 
And it's a leap of faith 
But we're never giving up 
Cuz i know we've got a once in a lifetime love
I close my eyes and i see you standing right there 
Sayin 'i do' and they're throwing the rice in our hair. 
Well the first one's born 
And a brother comes along, 
And he's got your smile. 
I've been looking back on the life we had 
I'm still by your side.
So don't fear it now, 
We're going all the way. 
That sun is shining on a brand new day. 
It's a long way down 
And it's a leap of faith 
But I'm never givin up 
Cuz i know we've got a once in a lifetime love."
"Love, Pain & The Whole Crazy Thing",Shine,"Winter's weighing on your shoulders
It's hanging around a little too long
And I can see it in your eyes
You've taken on a load that's just too strong
Oh, but let me get down to the heart of the matter
Baby, if you want I can make it better now
When the sun is hard to find
When it's raining in your eyes
When the shadows block those pretty little blue skies living inside you
When the falling of your tears, makes a candle disappear
When you just can't see the light
Baby, I'll find a way to shine
I'll find a way to shine
Everybody's got a cross to carry
Everybody's got a story they can tell
Ya know you're not the only one counting on a quarter and wishing well
Woah don't you sit there with your heart under lock and key
Gimmie one chance baby, I can set you free
When the sun is hard to find
When it's raining in your eyes
When the shadows block those pretty little blue skies living inside you
When the falling of your tears, makes a candle disappear
When you just can't see the light
Baby, I'll find a way to shine
I'll find a way to shine
Sometimes in this life good luck don't shine like it suppose to do
When there's no one you can trust and they just keep on giving up on you
Baby, don't ya know that I won't ever let ya down
Come on now, wooo
Oh, don't sit there with your heart under lock and key
Just gimmie one chance and baby, I can set you free
When the sun is hard to find
When it's raining in your eyes
And the shadows block those pretty little blue skies living inside you
When the falling of your tears, makes a candle disappear
And you just can't see the light
Baby, I'll find a way to shine
I'll find a way to shine
Find a way to shine
Find a way to shine
You know I'll find a way
Find a way, find a way
Find a way to shine"
"Love, Pain & The Whole Crazy Thing",I Told You So,"You said you needed your space
I wasn't where you wanted to be
I didn't stand in your way
I only want you to be happy
And so how surprised am I to see you here tonight
Well, oh, can't you see that for worse or for better
We're better together
Please, just come back home
And don't say that you're sorry
And I won't say I told you so
Sometimes in our lives
We get to where we wonder if
The long road that we're on
Is heading in the same direction
When it comes to you and me
We're right where I know we should be
Oh, can't you see that for worse or for better
We're better together
Please, just come back home
And don't say that you're sorry
And I won't say I told you so
Sometimes it's like we're deep in nothing but love
And the slightest thing can grow so foolishly
Remind me, please
Oh, can't you see that for worse or for better
We're better together
Please, just come back home
And don't say that you're sorry
And I won't say I told you so
But I told you so
Should have known better
Than to leave me, baby
Should have known better
Than to leave me, darling"
"Love, Pain & The Whole Crazy Thing",I Can't Stop Loving You,"So you're leaving in the morning on the early train
I could say everything's alright
And I could pretend to say goodbye
You got your ticket, got your suitcase
You got your leaving smile
I could say that's the way it goes
I could pretend and you won't know
That I was lying
Cause I can't stop loving you
I can't stop loving you
No, I can't stop loving you
Though I try
We took a taxi to the station, not a word was said
No, I saw you walk across the road
It may be the last time I don't know feeling humble
Heard a rumble on the railway tracks
And when I hear that whistle blow
I walked away and you won't know
That I was crying
Cause I can't stop loving you
I can't stop loving you
No, I can't stop loving you
Though I try, I just can't stop loving you
No, I can't stop loving you
I just can't stop loving you
Why do I try, why do I try
Yeah"
"Love, Pain & The Whole Crazy Thing",Won't Let You Down,"Everybody says that when it comes to friends
The truest kind are counted on one hand
But take a look around before you hit the ground
The only one you'll see will be this man
Yeah, I'll catch you when you fall
Cause I'm the one who loves you
You'll never wonder if I care, I'll always be there
Standing there in losing ground
I'm your best friend now and I won't let you down
No, oh
Yes, I've been a fool but I've learned what not to do
Don't take for granted those who keep their faith in you
And if you lose your way on some rainy day
Just look above and I will be the sunshine breaking through
Yeah, I'll catch you when you fall
Cause I'm the one who loves you
You'll never wonder if I care, I'll always be there
Standing there in losing ground
I'm your best friend now and I won't let you down
And every step along the highway of your life
I'll be the man standing beside you
Believe me that I will
Don't forget you came and you saved me
You saved my life
Yeah, I'll catch you when you fall
Cause I'm the one who loves you
You'll never wonder if I care, I'll always be there
Standing there in losing ground
Cause I'm your best friend now
And I won't let you, I will not let you
I won't let you down"
"Love, Pain & The Whole Crazy Thing",Faster Car,"Figaro, figaro
Anytime that you want what you need
Close your eyes and say my name
Call on me and I'll be there for you
No matter what they say
Rain, hail or shine
I got my eyes right to the sky
Waiting on your sign
Roll the dice and take a chance
A chance on me cause you never can tell
Where a little bit of faith might lead
I got a U-shaped hole inside
I swear it gets deeper by the day
Flicking cigarettes out the window
Going nowhere in this lonely rain
I need a faster car now
A rocket ship straight to the moon
I need a faster way to show you
How much I need you, baby
It's a crime, it's a sin
It's a damn shame but you're the cause
And you're the cure of all my pain
There's never been a better fool for you
I can't believe my pride
Got me talking to an empty pillow
In the middle of the night
I ain't slept in quite a while
I need a faster car now
A rocket ship straight to the moon
I need a faster way to show you
How much I need you, baby
I need a faster car now
I'm a rocket man in love with you
I need a faster way to show you
How much ya drive me crazy
Show you how much I need you, baby
And I need you, baby
And it's alright now"
"Love, Pain & The Whole Crazy Thing",Stupid Boy,"Well, she was precious like a flower
She grew wild, wild but innocent
A perfect prayer in a desperate hour
She was everything beautiful and different
Stupid boy, you can't fence that in
Stupid boy, it's like holding back the wind
She laid her heart and soul right in your hands
And you stole her every dream and you crushed her plans
She never even knew she had a choice and that's what happens
When the only voice she hears is telling her she can't
Stupid boy, stupid boy
Oh
So what made you think you could take a life
And just push it push it around
I guess to build yourself up so high
You had to take her and break her down
She laid her heart and soul right in your hands
And you stole her every dream and you crushed her plans
She never even knew she had a choice and that's what happens
When the only voice she hears is telling her she can't
You stupid boy
Oh, you always had to be right but now you've lost
The only thing that ever made you feel alive
Yeah, yeah
Well, she laid her heart and soul right in your hands
And you stole her every dream and you crushed her plans
Yes, you did
She never even knew she had a choice and that's what happens
When the only voice she hears is telling her she can't
You stupid boy, oh, I'm the same old
Same old stupid boy
It took awhile for her to figure out she could run
But when she did, she was long gone, long gone
Ah, she's gone, she's long gone. 
Yes, she's gone
Nobody's ever gonna love me like she loved me
And she loved me, she loved me
God please, just let her know
I'm sorry, I'm sorry
I'm sorry, I'm sorry
Baby, yeah, I'm down on my knees
She's never coming back to me"
"Love, Pain & The Whole Crazy Thing",Used To The Pain,"And so I wrote this song for you
I think I know just what you're going through
Did you believe you'd never change
Nothing ever stays the same
I know it's hard holding on
Even harder trying to let it go
And so you're frozen like a stone
But you are not alone
Every step I take
I get a little less afraid
Of giving into love
Love, let it out
Believe me when I say
It gets better every day
Once you get used to the pain
What you hide inside I see
There's a scar that's always gonna be
There's a past in everyone
You can't undo, you can't outrun
Every step I take
I get a little less afraid
Of giving into love
Love, let it out
Believe me when I say
It gets better every day
Once you get used to the pain
Every step I take
I get a little less afraid
Of giving into love
Love, let it out
Believe me when I say
It gets better every day
Once you get used to the pain
Once you get used to the pain"
"Love, Pain & The Whole Crazy Thing",Raise The Barn,"Oooh, yeah
Ooooh, waaaah
Well, there ain't no strangers
When you're swinging a hammer side by side
Oh, had a little setback
Ain't nothing gonna stop this Southern pride
No, no
So let's all pull together now boys
Once again this town's gonna make some noise
We'll be square dancing, toe tapping
We'll be clicking out heels to Cotton Eye Joe
The music laughter gonna raise the rafters
A little boot sliding across the floor
Do a little hand holding, hay rolling
Strolling with your honey by your side
Dixie cups and paper plates
Fiddle tunes and amazing grace
Hallelujah, raise the barn tonight
Sing along now, babe
Well, the Lord he was willing but the creek did rise up
Lord have mercy the bossman don't seem to care
So it's up to us to gather round, gather round
The stars are shining a little brighter than before
It's gonna come alive when we swing open the door
We'll be square dancing, toe tapping
We'll be clicking out heels to Cotton Eye Joe
The music laughter gonna raise the rafters
A little boot sliding across the floor
Do a little hand holding, hay rolling
Strolling with your honey by your side
Dixie cups and paper plates
Fiddle tunes and amazing grace
Hallelujah, raise the barn tonight
Yes, y'all (Cotton Eye Joe)
So heeve ho, let's pull together now boys
Once again this town's gonna make some noise
Everybody make some noise
We'll be square dancing, toe tapping
We'll be clicking out heels to Cotton Eye Joe
The music laughter gonna raise the rafters
A little boot sliding across the floor
Do a little hand holding, hay rolling
Strolling with your honey by your side
Dixie cups and paper plates
Fiddle tunes and amazing grace
Hallelujah, raise the barn tonight"
"Love, Pain & The Whole Crazy Thing",God Made Woman,"It never ceases to blow my mind
It does it to me everytime
Standing here looking at you
It makes me wonder what he was up to
Was he thinking about me
When he thought about you
When God made woman
He must've been proud
He must've been crying aloud
Or laughing out loud
Must've felt like the first time
Getting kissed by the sun
When God made woman
It must've been the most beautiful day
Looking down on all creation
He took a river that winds and turns
He took a fire that breathes and burns
And put it all in place
In the most perfect way
When God made woman
He must've been proud
He must've been crying aloud
Or laughing out loud
Must've felt like the first time
Getting kissed by the sun
When God made woman
When God made woman
He must've been proud
He must've been crying aloud
Or laughing out loud
Must've felt like the first time
Getting kissed by the sun
When God made woman
Let it go"
"Love, Pain & The Whole Crazy Thing",Tu Compania,"Sounds real good now
If I could be anywhere with anyone
You know exactly where'd I'd be
Under the covers waiting for the sun to rise
Your head on the pillow next to me
Your feet propped up on that kitchen chair
Morning papers scattered all around you
Coffee brewing on the cast iron stove
And the pleasure of just knowing that your mine
Well, I love the way you look
Love the way you feel
And the way you roll your eyes
At the kisses that I steal
Love the way you stare
When you're staring right at me
I just love your company
Oh, yes, I do
Arm in arm on some Spring sidewalk day
Laughing just because it feels so right
Wrapped up under the blankets all cozy by the fire
As long as you're here close enough to touch
Well, I love the way you look
Love the way you feel
And the way you roll your eyes
At the kisses that I steal
Love the way you stare
When you're staring right at me
I just love your company
Oh, yes, I do
[Spanish woman speaking here]
Well, I love the way you look
Love the way you smell
And I love your pretty eyes
And the lies they never tell
Love the way you stare
When you're staring right at me
I just love your company
Oh, yes, I do
Oh, here we go now"
"Love, Pain & The Whole Crazy Thing",Everybody,"So here you are now, nowhere to turn
It's just the same old yesterday
And you made a promise to yourself
That you were never gonna be this way
And the only thing that you've ever known is to run
So you keep on driving faster into the sun
Cause everybody needs somebody sometimes
Yeah, everybody needs somebody sometimes
Don't have to find your own way out
You gotta voice, let it be heard
Just when it feels you're on a dead end road
There's always somewhere left to turn
So don't give up now
You're so close to a brand new day
Yes, you are and if you just can bear to be alone
I'll stay
Cause everybody needs somebody sometimes
Yeah, everybody needs somebody sometimes
Well, maybe I been too caught up to see
What you've been going through and all that I can say is
Oooo, yeah
And everybody needs somebody sometimes
Yeah, everybody needs somebody sometimes
Everybody needs somebody sometimes
A little left to save
Everybody needs somebody sometimes
Gotta have someone beside you
Gotta have someone beside you
Yes, ya do, yes, ya do
Everybody, everybody needs somebody sometimes"
"Love, Pain & The Whole Crazy Thing",Got It Right This Time,"She believes in me like I've been trying to do
I'm seeing things I've never seen before
Ever since she came into my life
I've been a better man
Run, run running, I was running scared
Always looking for a place to leave
And I couldn't seem to find where I belonged
'til she took my hand
We can make this work out, baby
I know it's true
I can't picture myself with no one but you
And I think I got it right this time
Oh, yeah
All of my life I've been looking for someone
Who believes in love the way I do
And I know I've made my share of big mistakes
But girl I promise you
We can make this work out, baby
I know it's true
I can't picture myself with no one but you
And I think I got it right this time
True believers always find each other and here we are
Always knew that you were out there just waiting on me
For me to find my way, find my way to your heart
Oh, yeah
We can make it work out, baby
I know it's true
Can't picture myself with no one but you
And I think I got it right this time
Yeah, after all the crazy days
Made it through
I can't picture myself with no one but you
And I think I got it right this time"
Defying Gravity,Kiss A Girl,"To kiss and tell, it's just not my style.
But the night is young, and it's been awhile and she broke my heart, broke it right in two,
and it took some time but I'm feelin' like I'm finally ready to find, find somebody new 
I wanna kiss a girl 
I wanna hold her tight 
Maybe make a little magic in the moonlight 
Don't wanna go too far just to take it slow 
But I shouldn't be lonely in this big old world 
I wanna kiss a girl 
It's that moment when you start closin' in 
First you're holding back, then surrenderin' 
It can start a fire, light up the sky, such a simple thing. 
Do you wanna try? 
Are you ready to say good-bye to all these blues? 
I wanna kiss a girl 
I wanna hold her tight 
Maybe make a little magic in the moonlight 
Don't wanna go too far just to take it slow 
But I shouldn't be lonely in this big old world 
I wanna kiss a girl 
'Cause maybe tonight it could turn into the rest of our lives, oh yeah. 
Are you ready? Are you ready..to cross that line, put your lips on mine?? 
(Put your lips on mine baby) 
Do you wanna try? 
Are you ready to say good-bye to all these blues? 
I wanna kiss a girl 
I wanna hold her tight 
Maybe make a little magic baby 
Don't wanna go too far just to take it slow 
But no one should be lonely, I shouldn't be lonely"
Defying Gravity,If Ever I Could Love,"I used to cry in the middle of the night
Baby hold me tight
There was nobody beside me when I opened my eyes
Now I've turned the color of those days and nights
Now somethings inside me changed and I think I might be starting over
I don't wanna run
Oh no, cause you might be the one, baby
If ever I could love, I think it could be with you
If ever I thought Id find somebody so true
I wonder if you feel the same way that I do
If ever I could love I think it could be with you
You know I cant read your mind my love but it seems to me
Your heart and mine tonight are defying gravity
Somethin' so familiar its still so unknown
The closer that I get I swear it feels like coming home
I ready to be brave
Oh yeah, When you look at me and say
If ever I could love, I think it could be with you
If ever I thought Id find somebody so true
I wonder if you feel the same way that I do
If ever I could love I think it could be with you
If ever I could love, baby
If ever I could love
If ever I could love
If ever I could love, I think it could be with you
If ever I thought Id find somebody so true
I wonder if you feel the same way that I do
If ever I could love I think it could be with you
I still never forget when the baby came and she walked out of my life
And got hurt so bad
I swore Id never let another get inside this heart of mine
But she touched my hand and everything plan I had disappeared like a falling star
Now theres a new beginning and Im moving to the rhythm of a new and braver heart
A braver heart
If ever I could love, oh oh 
If ever I could love, yea yea"
