Album,Song,Lyrics
Meteora,Breaking The Habit,"Memories consume
Like opening the wound
I'm picking me apart again
You all assume
I'm safe here in my room
Unless I try to start again
I don't want to be the one
The battles always choose
'Cause inside I realize
That I'm the one confused
I don't know what's worth fighting for
Or why I have to scream
I don't know why I instigate
And say what I don't mean
I don't know how I got this way
I know it's not alright
So I'm breaking the habit
I'm breaking the habit tonight
Clutching my cure
I tightly lock the door
I try to catch my breath again
I hurt much more
Than anytime before
I had no options left again
I don't want to be the one
The battles always choose
'Cause inside I realize
That I'm the one confused
I don't know what's worth fighting for
Or why I have to scream
I don't know why I instigate
And say what I don't mean
I don't know how I got this way
I'll never be alright
So I'm breaking the habit
I'm breaking the habit tonight
I'll paint it on the walls
'Cause I'm the one at fault
I'll never fight again
And this is how it ends
I don't know what's worth fighting for
Or why I have to scream
But now I have some clarity
To show you what I mean
I don't know how I got this way
I'll never be alright
So I'm breaking the habit
I'm breaking the habit
I'm breaking the habit tonight"
Meteora,From The Inside,"[Chester Bennington (Mike Shinoda):]
I don't know who to trust no surprise
(Everyone feels so far away from me)
Heavy thoughts sift through dust and the lies
[Mike Shinoda:]
Trying not to break but I'm so tired of this deceit
Every time I try to make myself get back upon my feet
All I ever think about is this
All the tiring time between
And how trying to put my trust in you just takes so much out of me
[Chester Bennington:]
Take everything from the inside
And throw it all away
'Cause I swear for the last time
I won't trust myself with you
[Chester Bennington (Mike Shinoda):]
Tension is building inside steadily
(Everyone feels so far away from me)
Heavy thoughts forcing their way out of me
[Mike Shinoda:]
Trying not to break but I'm so tired of this deceit
Every time I try to make myself get back upon my feet
All I ever think about is this
All the tiring time between
And how trying to put my trust in you just takes so much out of me
[Chester Bennington:]
Take everything from the inside
And throw it all away
'Cause I swear for the last time
I won't trust myself with you
I won't waste myself on you, you, you
Waste myself on you, you, you
I'll take everything from the inside
And throw it all away
'Cause I swear for the last time
I won't trust myself with you
Everything from the inside
And just throw it all away
'Cause I swear for the last time
I won't trust myself with you, you, you
"
Meteora,Nobody's Listening,"Coming at you
[Mike Shinoda:]
Yo, peep the style and the kids checking for it
The number one question is how could you ignore it
We drop right back in the cut over basement tracks
With raps that got you backing this up like rewind that
We're just rolling with the rhythm
Rise from the ashes of stylistic division
With these non-stop lyrics of life living
Not to be forgotten but still unforgiven
But in the meantime there are those
Who wanna talk this and that
So I suppose
That it gets to a point where feelings gotta get hurt
And get dirty with the people spreading the dirt
It goes
[Mike Shinoda (Chester Bennington):]
(Try to give you warning
But everyone ignores me)
Told you everything loud and clear
(But nobody's listening)
(Call to you so clearly)
(But you don't want to hear me)
Told you everything loud and clear
(But nobody's listening)
[Mike Shinoda:]
I got a heart full of pain, head full of stress
Handful of anger held in my chest
And everything left's a waste of time
I hate my rhymes, but hate everyone else's more
I'm riding on the back of this pressure
Guessing that it's better I can't keep myself together
Because all of this stress gave me something to write on
The pain gave me something I could set my sights on
You never forget the blood sweat and tears
The up-hill struggle over years the fear and
Trash talking and the people it was to
And the people that started it just like you
[Mike Shinoda (Chester Bennington):]
(Try to give you warning
But everyone ignores me)
Told you everything loud and clear
(But nobody's listening)
(Call to you so clearly)
(But you don't want to hear me)
Told you everything loud and clear
(But nobody's listening)
[Mike Shinoda:]
I got a heart full of pain, head full of stress
Handful of anger held in my chest
Up-hill struggle
Blood sweat and tears
Nothing to gain
Everything to fear
[2x]
Heart full of pain [3x]
[Mike Shinoda (Chester Bennington):]
(Try to give you warning
But everyone ignores me)
Told you everything loud and clear
(But nobody's listening)
(Call to you so clearly)
(But you don't want to hear me)
Told you everything loud and clear
(But nobody's listening)
I got a heart full of pain, head full of stress
(Nobody's listening)
Handful of anger held in my chest
(Nobody's listening)
Up-hill struggle
Blood sweat and tears
(Nobody's listening)
Nothing to gain
Everything to fear
(Nobody's listening)
Coming at you from every side
"
Meteora,Numb,"[Chester Bennington (Mike Shinoda):]
I'm tired of being what you want me to be
Feeling so faithless, lost under the surface
Don't know what you're expecting of me
Put under the pressure of walking in your shoes
(Caught in the undertow, just caught in the undertow)
Every step that I take is another mistake to you
(Caught in the undertow, just caught in the undertow)
[Chester Bennington:]
I've become so numb, I can't feel you there
Become so tired, so much more aware
I'm becoming this, all I want to do
Is be more like me and be less like you
[Chester Bennington (Mike Shinoda):]
Can't you see that you're smothering me,
Holding too tightly, afraid to lose control?
'Cause everything that you thought I would be
Has fallen apart right in front of you.
(Caught in the undertow, just caught in the undertow)
Every step that I take is another mistake to you.
(Caught in the undertow, just caught in the undertow)
And every second I waste is more than I can take.
[Chester Bennington:]
I've become so numb, I can't feel you there,
Become so tired, so much more aware
I'm becoming this, all I want to do
Is be more like me and be less like you.
And I know
I may end up failing too.
But I know
You were just like me with someone disappointed in you.
I've become so numb, I can't feel you there,
Become so tired, so much more aware.
I'm becoming this, all I want to do
Is be more like me and be less like you.
[Chester Bennington (Mike Shinoda):]
I've become so numb, I can't feel you there.
(I'm tired of being what you want me to be)
I've become so numb, I can't feel you there.
(I'm tired of being what you want me to be)
"
Minutes To Midnight,Given Up,"Wake in a sweat again
Another day's been laid to waste
In my disgrace
Stuck in my head again
Feels like I'll never leave this place
There's no escape
I'm my own worst enemy
I've given up
I'm sick of feeling
Is there nothing you can say?
Take this all away
I'm suffocating
Tell me what the fuck is wrong with me?
I don't know what to take
Thought I was focused but I'm scared
I'm not prepared
I hyperventilate
Looking for help somehow somewhere
And no one cares
I'm my own worst enemy
I've given up
I'm sick of feeling
Is there nothing you can say?
Take this all away
I'm suffocating
Tell me what the fuck is wrong with me?
God!
Put me out of my misery
Put me out of my misery
Put me out of my—
Put me out of my fucking misery
I've given up
I'm sick of feeling
Is there nothing you can say?
Take this all away
I'm suffocating
Tell me what the fuck is wrong with me?"
Minutes To Midnight,Leave Out All The Rest,"I dreamed I was missing
You were so scared
But no one would listen
'Cause no one else cared
After my dreaming
I woke with this fear
What am I leaving
When I'm done here?
So if you're asking me
I want you to know
When my time comes
Forget the wrong that I've done
Help me leave behind some
Reasons to be missed
And don't resent me
And when you're feeling empty
Keep me in your memory
Leave out all the rest
Leave out all the rest
Don't be afraid
I've taken my beating
I've shared what I've made
I'm strong on the surface
Not all the way through
I've never been perfect
But neither have you
So if you're asking me
I want you to know
When my time comes
Forget the wrong that I've done
Help me leave behind some
Reasons to be missed
Don't resent me
And when you're feeling empty
Keep me in your memory
Leave out all the rest
Leave out all the rest
Forgetting all the hurt inside
You've learned to hide so well
Pretending someone else can come
And save me from myself
I can't be who you are
When my time comes
Forget the wrong that I've done
Help me leave behind some
Reasons to be missed
Don't resent me
And when you're feeling empty
Keep me in your memory
Leave out all the rest
Leave out all the rest
Forgetting all the hurt inside
You've learned to hide so well
Pretending someone else can come
And save me from myself
I can't be who you are
I can't be who you are"
Minutes To Midnight,Bleed It Out,"[Mike Shinoda:]
Yeah here we go for the hundredth time
Hand grenade pins in every line
Throw 'em up and let something shine
Going out of my fucking mind
Filthy mouth, no excuse
Find a new place to hang this noose
String me up from atop these roofs
Knot it tight so I won't get loose
Truth is you can stop and stare
Bled myself out and no one cares
Dug the trench out laid down there
With a shovel up out of reach somewhere
Yeah, someone pour it in
Make it a dirt dance floor again
Say your prayers and stomp it out
When they bring that chorus in
[Chester Bennington:]
I bleed it out digging deeper
Just to throw it away
I bleed it out digging deeper
Just to throw it away
I bleed it out digging deeper
Just to throw it away
Just to throw it away
Just to throw it away
I bleed it out
[Mike Shinoda:]
Go stop the show
Choppy words and a sloppy flow
Shotgun opera lock and load
Cock it back and then watch it go
Mama help me I've been cursed
Death is rolling in every verse
Candy paint on his brand new hearse
Can't contain him he knows he works
Fuck this hurts, I won't lie
Doesn't matter how hard I try
Half the words don't mean a thing
And I know that I won't be satisfied
So why try ignoring him?
Make it a dirt dance floor again
Say your prayers and stomp it out
When they bring that chorus in
[Chester Bennington:]
I bleed it out digging deeper
Just to throw it away
I bleed it out digging deeper
Just to throw it away
I bleed it out digging deeper
Just to throw it away
Just to throw it away
Just to throw it away
I bleed it out
I've opened up these scars
I'll make you face this
I've pulled myself so far
I'll make you face this now!
I bleed it out digging deeper
Just to throw it away
I bleed it out digging deeper
Just to throw it away
I bleed it out digging deeper
Just to throw it away
Just to throw it away
Just to throw it away
I bleed it out digging deeper
Just to throw it away
I bleed it out digging deeper
Just to throw it away
I bleed it out digging deeper
Just to throw it away
Just to throw it away
Just to throw it away
I bleed it out
I bleed it out
I bleed it out"
Minutes To Midnight,Shadow Of The Day,"I close both locks below the window
I close both blinds and turn away
Sometimes solutions aren't so simple
Sometimes goodbye's the only way
And the sun will set for you
The sun will set for you
And the shadow of the day
Will embrace the world in grey
And the sun will set for you
In cards and flowers on your window
Your friends all plead for you to stay
Sometimes beginnings aren't so simple
Sometimes goodbye's the only way
And the sun will set for you
The sun will set for you
And the shadow of the day
Will embrace the world in grey
And the sun will set for you
And the shadow of the day
Will embrace the world in grey
And the sun will set for you
And the shadow of the day
Will embrace the world in grey
And the sun will set for you
"
Minutes To Midnight,What I've Done,"In this farewell
There's no blood
There's no alibi
'Cause I've drawn regret
From the truth
Of a thousand lies
So let mercy come
And wash away
What I've done
I'll face myself
To cross out what I've become
Erase myself
And let go of what I've done
Put to rest
What you thought of me
While I clean this slate
With the hands of uncertainty
So let mercy come
And wash away
What I've done
I'll face myself
To cross out what I've become
Erase myself
And let go of what I've done
For what I've done
I start again
And whatever pain may come
Today this ends
I'm forgiving what I've done!
I'll face myself
To cross out what I've become
Erase myself
And let go of what I've done
What I've done
Forgiving what I've done"
Minutes To Midnight,Hands Held High,"Turn my mic up louder I got to say something
Lightweights step it aside when we come in
Feel it in your chest the syllables get pumping
People on the street they panic and start running
Words on loose leaf sheet complete coming
I jump in my mind and summon the rhyme, I'm dumping
Healing the blind I promise to let the sun in
Sick of the dark ways we march to the drumming
Jump when they tell us that they wanna see jumping
Fuck that I wanna see some fists pumping
Risk something, take back what's yours
Say something that you know they might attack you for
Cause I'm sick of being treated like I have before
Like it's stupid standing for what I'm standing for
Like this war's really just a different brand of war
Like it doesn't cater to rich and abandon poor
Like they understand you in the back of the jet
When you can't put gas in your tank
And these fuckers are laughing their way to the bank and cashing the cheque
Asking you to have compassion and have some respect
For a leader so nervous in an obvious way
Stuttering and mumbling for nightly news to replay
And the rest of the world watching at the end of the day
In their living room laughing like ""What did he say?""
Amen [5x]
In my living room watching but I am not laughing
Cause when it gets tense I know what might happen
The world is cold, the bold men take action
Have to react or get blown into fractions
Ten years old it's something to see
Another kid my age drugged under a jeep
Taken and bound and found later under a tree
I wonder if he had thought the next one could be me
Do you see the soldiers they're out today?
They brush the dust from bullet-proof vests away
It's ironic at times like this you pray
But a bomb blew the mosque up yesterday
There's bombs on the buses, bikes, roads
Inside your market, your shops, your clothes
My dad: he's got a lot of fear I know
But enough pride inside not to let that show
My brother had a book, he would hold with pride
A little red cover with a broken spine
On the back he hand-wrote a quote inside,
""When the rich wage war it's the poor who die.""
Meanwhile, the leader just talks away
Stuttering and mumbling for nightly news to replay
And the rest of the world watching at the end of the day
Both scared and angry like ""What did he say?""
Amen [6x]
[6x]
(Amen) With hands held high into a sky so blue
(Amen) As the ocean opens up to swallow you
"
Minutes To Midnight,No More Sorrow,"Are you lost in your lies?
Do you tell yourself ""I don't realize""?
Your crusade's a disguise
Replace freedom with fear, you trade money for lives
I'm aware of what you've done
No, no more sorrow
I've paid for your mistakes
Your time is borrowed
Your time has come to be replaced
I see pain, I see need
I see liars and thieves abuse power with greed
I had hope, I believed
But I'm beginning to think that I've been deceived
You will pay for what you've done
No, no more sorrow
I've paid for your mistakes
Your time is borrowed
Your time has come to be replaced
Thieves and hypocrites [3x]
[2x]
No, no more sorrow
I've paid for your mistakes
Your time is borrowed
Your time has come to be replaced
Your time has come to be replaced
Your time has come to be erased"
Minutes To Midnight,Valentine's Day,"My insides all turned to ash, so slow
And blew away as I collapsed, so cold
A black wind took them away, from sight
And held the darkness over day, that night
And the clouds above move closer
Looking so dissatisfied
But the heartless wind kept blowing, blowing
I used to be my own protection, but not now
Cause my path has lost direction, somehow
A black wind took you away, from sight
And held the darkness over day, that night
And the clouds above move closer
Looking so dissatisfied
And the ground below grew colder
As they put you down inside
But the heartless wind kept blowing, blowing
So now you're gone, and I was wrong
I never knew what it was like, to be alone
On a Valentine's Day, on a Valentine's Day
On a Valentine's Day, on a Valentine's Day
On a Valentine's Day, on a Valentine's Day
(I used to be my own protection, but not now)
On a Valentine's Day, on a Valentine's Day
(Cause my mind has lost direction, somehow)
On a Valentine's Day, on a Valentine's Day
(I used to be my own protection, but not now)
On a Valentine's Day, on a Valentine's Day
(Cause my mind has lost direction, somehow)"
Minutes To Midnight,In Between,"Let me apologize to begin with
Let me apologize for what I'm about to say
But trying to be genuine was harder than it seemed
And somehow I got caught up in between
Let me apologize to begin with
Let me apologize for what I'm about to say
But trying to be someone else was harder than it seemed
And somehow I got caught up in between
Between my pride and my promise
Between my lies and how the truth gets in the way
The things I want to say to you get lost before they come
The only thing that's worse than one is none
Let me apologize to begin with
Let me apologize for what I'm about to say
But trying to regain your trust was harder than it seemed
And somehow I got caught up in between
Between my pride and my promise
Between my lies and how the truth gets in the way
The things I want to say to you get lost before they come
The only thing that's worse than one is none
The only thing that's worse than one is none
And I cannot explain to you
In anything I say or do or plan
Fear is not afraid of you
But guilt's a language you can understand
I cannot explain to you
In anything I say or do
I hope the actions speak the words they can
For my pride and my promise
For my lies and how the truth gets in the way
The things I want to say to you get lost before they come
The only thing that's worse than one is
Pride and my promise
Between my lies and how the truth gets in the way
The things I want to say to you get lost before they come
The only thing that's worse than one is none
The only thing that's worse than one is none
The only thing that's worse than one is none
"
Minutes To Midnight,In Pieces,"Telling me to go
But hands beg me to stay
Your lips say that you love
Your eyes say that you hate
There's truth in your lies
Doubt in your faith
What you build you lay to waste
There's truth in your lies
Doubt in your faith
All I've got's what you didn't take
So I
I won't be the one
Be the one to leave this
In pieces
And you
You will be alone
Alone with all your secrets
And regrets
Don't lie
You promise me the sky
Then toss me like a stone
You wrap me in your arms
And chill me to the bone
There's truth in your lies
Doubt in your faith
All I've got's what you didn't take
So I
I won't be the one
Be the one to leave this
In pieces
And you
You will be alone
Alone with all your secrets
And regrets
Don't lie
So I
I won't be the one
Be the one to leave this
In pieces
And you
You will be alone
Alone with all your secrets
And regrets
Don't lie
"
Minutes To Midnight,The Little Things Give You Away,"Water grey
Through the windows, up the stairs
Chilling rain
Like an ocean everywhere
Don't wanna reach for me, do you?
I mean nothing to you
The little things give you away
And now there will be no mistaking
The levees are breaking
All you've ever wanted
Was someone to truly look up to you
And six feet under water
I do
Hope decays
Generations disappear
Washed away
As a nation simply stares
Don't wanna reach for me, do you?
I mean nothing to you
The little things give you away
But now there will be no mistaking
The levees are breaking
All you've ever wanted
Was someone to truly look up to you
And six feet under water
I do
All you've ever wanted
Was someone to truly look up to you
And six feet under ground now I—
Now I do
[Brad's guitar solo]
Little things give you away [4x]
[6x]
All you've ever wanted (little things give you away)
Was someone to truly look up to you (little things give you away)"
Minutes To Midnight,No Roads Left,"Standing alone with no direction
How did I fall so far behind?
Why am I searching for perfection
Knowing it's something I won't find?
In my fear and flaws
I let myself down again
All because
I run
'Til the silence splits me open
I run
'Til it puts me underground
'Til I have no breath
And no roads left but one
When did I lose my sense of purpose?
Can I regain what's lost inside?
Why do I feel like I deserve this?
Why does my pain look like my pride?
In my fear and flaws
I let myself down again
All because
I let myself down
In my fear and flaws
I run
'Til the silence splits me open
I run
'Til it puts me underground
'Til I have no breath
And no roads left but one
No roads left but one
In my fear and flaws
I let myself down again
All because
I run
And the silence splits me open
I run
And it puts me underground
But there's no regret
And no roads left to run"
A Thousand Suns,The Requiem,"God save us everyone
Will we burn inside the fires of a thousand suns
For the sins of our hand
The sins of our tongue
The sins of our father
The sins of our young
God save us everyone
Will we burn inside the fires of a thousand suns
For the sins of our hand
The sins of our tongue
The sins of our father
The sins of our young"
A Thousand Suns,The Radiance,"""We knew the world would not be the same. Few people laughed, few people cried, most people were silent. I remembered the line from the Hindu scripture, the Bhagavad-Gita. Vishnu is trying to persuade the Prince that he should do his duty and to impress him takes on his multi-armed form and says, ""Now I am become Death, the destroyer of worlds."" I suppose we all thought that, one way or another."""
A Thousand Suns,Burning In The Skied,"I used the deadwood to make the fire rise
The blood of innocence burning in the skies
I filled my cup with the rising of the sea
And poured it out in an ocean of debris
I'm swimming in the smoke
Of bridges I have burned
So don't apologize
I'm losing what I don't deserve
What I don't deserve
We held our breath when the clouds began to form
But you were lost in the beating of the storm
And in the end we were made to be apart
In separate chambers of the human heart
I'm swimming in the smoke
Of bridges I have burned
So don't apologize
I'm losing what I don't deserve
It's in the blackened bones
Of bridges I have burned
So don't apologize
I'm losing what I don't deserve
What I don't deserve
I'm swimming in the smoke
Of bridges I have burned
So don't apologize
I'm losing what I don't deserve
The blame is mine alone
For bridges I have burned
So don't apologize
I'm losing what I don't deserve
What I don't deserve
What I don't deserve
What I don't deserve
I used the deadwood to make the fire rise
The blood of innocence burning in the skies"
A Thousand Suns,When They Come For You,"I am not a pattern to be followed
The pill that I'm on is a tough one to swallow
I'm not a criminal, not a role model
Not a born leader, I'm a tough act to follow
I am not the fortune and the fame
Or the same person telling you to forfeit the game
I came in the ring like a dog on a chain and then found out the underbelly's sicker than it seems
And it seems ugly but it can get worse
'Cause even a blueprint is a gift and a curse
'Cause once you got a theory of how the thing works
Everybody wants the next thing to be just like the first
And I'm not a robot, I'm not a monkey
I will not dance even if the beat's funky
Opposite of lazy, far from a punk
Ya'll oughta stop talking
Start trying to catch up, motherfucker
And all the people say
Try to catch up, motherfucker
Lauryn said money change the situation
Big said it increase the complication
Kane said don't step, I ain't the one
Chuck said an Uzi weigh a motherfucking ton
And I'm just a student of the game that they taught me
Rocking every stage and every place that they brought me
I'm awfully underrated but came here to correct it
And so it ain't mistaken, I'mma say it for the record
I am the opposite of wack, opposite of weak
Opposite of slack, synonym of heat, synonym of crack
Closest to a peak, far from a punk
Ya'll oughta stop talking, start trying to catch up motherfucker
And all the people say
Try to catch up, motherfucker
When they come for me, come for me I'll be gone [3x]
And all the people say
Try to catch up, motherfucker
And all the people say
Try to catch up, motherfucker
[Through a megaphone]:
Seguridad del estado
Estás a salvo
Toda la gente
Preste atencion
Escuchenme bien ahora mismo"
A Thousand Suns,Robot Boy,"You say you're not gonna fight
'Cause no one would fight for you
And you think there's not enough love
And no one to give it to
And you're sure you've hurt for so long
You've got nothing left to lose
So you say you're not gonna fight
'Cause no one would fight for you
You say the weight of the world
Has kept you from letting go
And you think compassion's a flaw
And you'll never let it show
And you're sure you've hurt in a way
That no one will ever know
But someday the weight of the world
Will give you the strength to go
Hold on, the weight of the world
Will give you the strength to go
So hold on, the weight of the world
Will give you the strength to go
So hold on, the weight of the world
Will give you the strength to go
Just hold on, the weight of the world
Will give you the strength to go
"
A Thousand Suns,Waiting For The End,"[Mike:]
Yeah!
Yo!
This is not the end, this is not the beginning
Just a voice like a riot rocking every revision
But you listen to the tone and the violent rhythm
And though the words sound steady something empty's within them
We say yeah with fists flying up in the air
Like we're holding onto something that's invisible there
'Cause we're living at the mercy of the pain and the fear
Until we get it, forget it, let it all disappear
[Chester:]
Waiting for the end to come
Wishing I had strength to stand
This is not what I had planned
It's out of my control
Flying at the speed of light
Thoughts were spinning in my head
So many things were left unsaid
It's hard to let you go
(Oh) I know what it takes to move on
(Oh) I know how it feels to lie
(Oh) All I want to do
Is trade this life for something new
Holding on to what I haven't got
Sitting in an empty room
Trying to forget the past
This was never meant to last
I wish it wasn't so
(Oh) I know what it takes to move on
(Oh) I know how it feels to lie
(Oh) All I want to do
Is trade this life for something new
Holding on to what I haven't got
(Yeah, yeah!)
[Mike:]
What was left when that fire was gone?
I thought it felt right but that right was wrong
All caught up in the eye of the storm
And trying to figure out what it's like moving on
And I don't even know what kind of things I said
My mouth kept moving and my mind went dead
So I'm picking up the pieces, now where to begin
The hardest part of ending is starting again
Oh-oh-oh-oh-oh-oh…
[Chester ('til end):]
All I want to do
Is trade this life for something new
Holding on to what I haven't got
I'm holding on to what I haven't got
I'm holding on to what I haven't got
[Mike:]
This is not the end, this is not the beginning
Just a voice like a riot rocking every revision
(I'm holding on to what I haven't got) But you listen to the tone and the violent rhythm
Though the words sound steady something empty's within them
We say yeah with fists flying up in the air
Like we're holding onto something that's invisible there
(Holding on to what I haven't got) 'Cause we're living at the mercy of the pain and the fear
Until we get it, forget it, let it all disappear"
A Thousand Suns,Blackout,"[Chester Bennington:]
I'm stuck in this bed you made
Alone with a sinking feeling
I saw through the words you said
To the secrets you've been keeping
It's written upon your face
All the lies how they cut so deeply
You can't get enough you take
And take and take and never say
No! You've gotta get it inside!
You push it back down! You push it back down!
No! You'll never get it inside!
Push it back down, black out, blood in your eye!
You say that it's not your fault
And swear that I am mistaken
You said it's not what it seems
No remorse for the trust you're breaking
You run but then back you fall
Suffocate in the mess you're making
You can't get enough you take
And take and take and take and take
Fuck it
Are you listening?
No! You've gotta get it inside!
You push it back down! You push it back down!
No! You'll never get it inside!
Push it back down! You push it back down!
No! You've gotta get it inside!
You push it back down! You push it back down!
No! You'll never get it inside!
Push it back down, black out, blood in your eye!
[Mike Shinoda:]
Floating down as colors fill the light
We look up from the ground in fields of paperwhite
And floating up you pass us in the night
A future gazing out a past to overwrite
So come down far below
We've been waiting to collect the things you know
Come down far below
We've been waiting to collect what you've let go
[Mike Shinoda and Chester Bennington:]
Come down, oh
Come down, oh
Come down
Come down, oh
Come down, oh"
A Thousand Suns,Wretches And Kings,"[Mario Savio:]
There's a time when the operation of the machine becomes so odious, makes you so sick at heart, that you can't take part; you can't even passively take part, and you've got to put your bodies upon the gears and upon the wheels, upon the levers, upon all the apparatus, and you've got to make it stop.
[Mike Shinoda:]
To save face / how low can you go
Talk a lot of game but yet you don't know
Static on the way / make us all say whoa
The people up top push the people down low
Get down
And obey every word
Steady getting mine if you haven't yet heard
Wanna take what I got / don't be absurd
Don't fight the power / nobody gets hurt
If you haven't heard yet then I'm letting you know
There ain't shit we don't run when the guns unload
And no one make a move unless my people say so
Got everything outta control
Now everybody go
[Chester Bennington:]
Steel unload / final blow
We the animals take control
Hear us now / clear and true
Wretches and kings we come for you
[Mike Shinoda:]
So keep pace / how slow can you go
Talk a lot of shit and yet you don't know
Fire on the way / make you all say whoa
The people up top and the people down low
Get down
And I'm running it like that
The front of the attack is exactly where I'm at
Somewhere in between the kick and the hi hat
The pen and the contract
The pitch and the contact
So get with the combat / I'm letting 'em know
There ain't shit you can say to make me back down no
So / push the button let the whole thing blow
Spinning everything outta control
Now everybody go
[Chester Bennington:]
Steel unload / final blow
We the animals take control
Hear us now / clear and true
Wretches and kings we come for you
Steel unload / fire blow
Filthy animals / beat them low
Skin and bone / black and blue
No more this sun shall beat onto you
[Mike Shinoda:]
From the front to the back and the side to side
If you fear what I feel put 'em up real high
[6x]
[Mario Savio:]
...when the operation of the machine becomes so odious, makes you so sick at heart, that you can't take part; you can't even passively take part, and you've got to put your bodies upon the gears and upon the wheels, upon the levers, upon all the apparatus, and you've got to make it stop. And you've got to indicate to the people who run it, to the people who own it, that unless you're free, the machine will be prevented from working at all."
A Thousand Suns,"Wisdom, Justice, and Love","""I come to this magnificent house of worship tonight because my conscience leaves me no other choice.
A true revolution of values will lay hand on the world order and say of war, ""This way of settling differences is not just."" This business of burning human beings with napalm, of filling our nation's homes with orphans and widows, of injecting poisonous drugs of hate into the veins of peoples normally humane, of sending men home from dark and bloody battlefields physically handicapped and psychologically deranged, cannot be reconciled with wisdom, justice and love."""
A Thousand Suns,Iridescent,"When you were standing in the wake of devastation
When you were waiting on the edge of the unknown
And with the cataclysm raining down
Insides crying, ""Save me now!""
You were there, impossibly alone
Do you feel cold and lost in desperation?
You build up hope, but failure's all you've known
Remember all the sadness and frustration
And let it go. Let it go
And in a burst of light that blinded every angel
As if the sky had blown the heavens into stars
You felt the gravity of tempered grace
Falling into empty space
No one there to catch you in their arms
Do you feel cold and lost in desperation?
You build up hope, but failure's all you've known
Remember all the sadness and frustration
And let it go. Let it go
Do you feel cold and lost in desperation?
You build up hope, but failure's all you've known
Remember all the sadness and frustration
And let it go. Let it go
Let it go
Let it go
Let it go
Let it go
Do you feel cold and lost in desperation?
You build up hope, but failure's all you've known
Remember all the sadness and frustration
And let it go. Let it go"
A Thousand Suns,Fallout,"I'm swimming in the smoke
Of bridges I have burned
So don't apologize
I'm losing what I don't deserve
The blame is mine alone
For bridges I have burned
So don't apologize
I'm losing what I don't deserve
What I don't deserve"
A Thousand Suns,The Catalyst,"God bless us everyone,
We're a broken people living under loaded gun.
And it can't be outfought,
It can't be outdone,
It can't be outmatched,
It can't be outrun.
No!
And when I close my eyes tonight,
To symphonies of blinding light!
God bless us everyone,
We're a broken people living under loaded gun.
Oh!
Like memories in cold decay,
Transmissions echoing away,
Far from the world of you and I,
Where oceans bleed into the sky!
[2x]
God save us everyone,
Will we burn inside the fires of a thousand suns?
For the sins of our hands,
The sins of our tongues,
The sins of our fathers,
The sins of our young.
No!
And when I close my eyes tonight,
To symphonies of blinding light!
God save us everyone,
Will we burn inside the fires of a thousand suns?
Ooh!
Like memories in cold decay,
Transmissions echoing away,
Far from the world of you and I,
Where oceans bleed into the sky!
Oh!
Like memories in cold decay,
Transmissions echoing away,
Far from the world of you and I,
Where oceans bleed into the sky.
[10x]
Lift me up,
Let me go...
God bless us everyone,
We're a broken people living under loaded gun
And it can't be outfought,
It can't be outdone,
It can't be outmatched,
It can't be outrun.
No!
God bless us everyone,
We're a broken people living under loaded gun.
And it can't be outfought,
It can't be outdone,
It can't be outmatched,
It can't be outrun."
A Thousand Suns,The Messenger,"When you feel you're alone
Cut off from this cruel world
Your instinct's telling you to run
Listen to your heart
Those angel voices
They'll sing to you
They'll be your guide
Back home
When life leaves us blind
Love keeps us kind
It keeps us kind
When you've suffered enough
And your spirit is breaking
You're growing desperate from the fight
Remember you're loved
And you always will be
This melody will bring you right
Back home
When life leaves us blind
Love keeps us kind
When life leaves us blind
Love keeps us kind
Ohhhhhh Ohhhhhhh!
Ohhhhhh Ohhhhhhh!
Ohhhhhh Ohhhhhhh!"
A Thousand Suns,Blackbirds,"[Mike Shinoda:]
Drop that
Get up
Take to the streets
Better lock that kid up
Face full of teeth when he hock that spit up
Pacing the beat like a beast
Rocking the block on repeat
Speak from the cut like a rush of blood
Paint red on the sleeves of the ones you love
Lay the sick ones down and the bells will ring
Put pennies on the eyes let the dead men sing
[Chester Bennington:]
I shiver and shake the warm air cold
I'm alone on my own
In every mistake I dig this hole
Through my skin and bones
It's harder starting over
Than never to have changed
With blackbirds following me
I'm digging out my grave
They close in, swallowing me
The pain, it comes in waves
I'm getting back what I gave
I sweat through the sheet as daylight fades
As I waste away
It traps me inside mistakes I've made
That's the price I pay
It's harder starting over
Than never to have changed
With blackbirds following me
I'm digging out my grave
They close in, swallowing me
The pain, it comes in waves
I'm getting back what I gave
[Mike Shinoda:]
I drop to the floor like I did before
Stop watching
I'm coughing
I can't be more
What I want and what I need are at constant war
Like a well full of poison a rotten core
The blood goes thin
The fever stings
And I shake from the hell that the habits bring
Lay the sick ones down
The bells will ring
Put pennies on the eyes
Let the dead men sing
[Chester Bennington:]
Blackbirds following me
I'm digging out my grave
They close in, swallowing me
The pain, it comes in waves
I'm getting back what I gave
I'm getting back what I gave
I'm getting back what I gave"
